"ProjectName","RepositoryName","RepositoryId","AlertId","AlertType","Title","Severity","State","Tool","FirstDetectionDate","LastDetectionDate","IntroductionDate","GitRef","Confidence"
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","754","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","753","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","752","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","751","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","750","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","749","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","748","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","747","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","746","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","745","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","744","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","743","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","742","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","741","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","740","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","739","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","738","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","737","code","Elements must meet minimum color contrast ratio thresholds (color-contrast)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","736","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","735","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","734","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","733","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","732","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","731","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","730","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","729","code","The &lt;div&gt; element with &#39;onclick&#39; does not have a valid ARIA role specified (aria_eventhandler_role_valid)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","728","code","Avoid generic link text like &quot;Learn More&quot;, &quot;Click Here&quot;, etc. (ambiguous-link-text)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","727","code","Ensure focusable elements are not hidden behind sticky or fixed headers/footers. (sticky-element-overlap)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","726","code","Ensure focusable elements are not hidden behind sticky or fixed headers/footers. (sticky-element-overlap)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","725","code","Content is not within a landmark element (aria_content_in_landmark)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","724","code","Content is not within a landmark element (aria_content_in_landmark)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","723","code","Content is not within a landmark element (aria_content_in_landmark)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","722","code","Content is not within a landmark element (aria_content_in_landmark)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","721","code","Content is not within a landmark element (aria_content_in_landmark)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","720","code","Content is not within a landmark element (aria_content_in_landmark)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","719","code","Content is not within a landmark element (aria_content_in_landmark)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","718","code","Content is not within a landmark element (aria_content_in_landmark)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","717","code","Content is not within a landmark element (aria_content_in_landmark)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","716","code","Content is not within a landmark element (aria_content_in_landmark)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","715","code","The &lt;font&gt; element is deprecated in HTML 5 (element_attribute_deprecated)","warning","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","714","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","713","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","712","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","711","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","710","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","709","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","708","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","707","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","706","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","705","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","704","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","703","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","702","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","701","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","700","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","699","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","698","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","697","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","696","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","695","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","694","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","693","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","692","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","691","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","690","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","689","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","688","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","687","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","686","code","Text contrast of 1.61 with its background is less than the WCAG AA minimum requirements for text of size 9px and weight of 400 (text_contrast_sufficient)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","685","code","Confirm this text &#39;WELCOME!&#39; is used as a heading and if so, modify to use a heading element or role (text_block_heading)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","684","code","Confirm this text &#39;WELCOME!&#39; is used as a heading and if so, modify to use a heading element or role (text_block_heading)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","683","code","Confirm this text &#39;WELCOME!&#39; is used as a heading and if so, modify to use a heading element or role (text_block_heading)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","682","code","Verify color is not used as the only visual means of conveying information (style_color_misuse)","error","active","accessibility-scanner","2026-03-26 5:42:06 AM","2026-03-26 5:43:45 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","681","code","Table has no headers identified (table_headers_exists)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:43 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","680","code","The page does not provide a way to quickly navigate to the main content (ARIA &quot;main&quot; landmark or a skip link) (skip_main_exists)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:43 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","679","code","Select element must have an accessible name (select-name)","error","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:43 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","678","code","All page content should be contained by landmarks (region)","warning","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:43 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","677","code","All page content should be contained by landmarks (region)","warning","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:43 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","676","code","All page content should be contained by landmarks (region)","warning","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:43 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","675","code","All page content should be contained by landmarks (region)","warning","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:43 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","674","code","All page content should be contained by landmarks (region)","warning","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:43 AM","2026-03-26 5:40:10 AM","refs/heads/main",
"AODA WCAG compliance","accessibility-scan-demo-app","1d3917ab-ffcd-4609-964d-52c27c0e3e5a","673","code","All page content should be contained by landmarks (region)","warning","fixed","accessibility-scanner","2026-03-26 5:42:05 AM","2026-03-26 5:43:43 AM","2026-03-26 5:40:10 AM","refs/heads/main",
